time,transactTime,sym,venue,exchangeOrderId,displayQty,orderQty,lastQty,leavesQty,cumQty,clOrdId
2017-06-27D07:27:18.984279000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:18.984279000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:18.984279000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:18.984279000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:18.984279000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:18.984279000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:18.984279000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:33.985768000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:33.985768000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:33.985768000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:33.985768000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:33.985768000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:33.985768000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:33.985768000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:42.987047000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:42.987047000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:42.987047000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:42.987047000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:42.987047000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:42.987047000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:27:42.987047000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:36:34.005339000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:36:34.005339000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:36:34.005339000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:36:34.005339000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:36:34.005339000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:36:34.005339000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:36:34.005339000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:42:40.020525000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:42:40.020525000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:42:40.020525000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:42:40.020525000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:42:40.020525000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:42:40.020525000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:42:40.020525000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
2017-06-27D07:50:28.038205000,1970-01-01D00:00:00.000000000,0,0,0,0,0,0,0,0,
